,customer_id,Recency,Frequency,MonetaryValue,label_kmeans5
700,CS1812,6,27,1783,Kelas A
701,CS1813,117,25,1757,Kelas A
702,CS1814,139,21,1462,Kelas C
703,CS1815,41,14,959,Kelas D
704,CS1816,37,22,1723,Kelas A
705,CS1817,20,18,1315,Kelas B
706,CS1818,21,22,1674,Kelas A
707,CS1819,39,26,1867,Kelas A
708,CS1820,46,25,1898,Kelas A
709,CS1821,229,20,1418,Kelas C
710,CS1822,30,12,858,Kelas D
711,CS1823,42,15,1133,Kelas B
712,CS1824,9,17,1271,Kelas B
713,CS1825,14,23,1734,Kelas A
714,CS1826,74,15,1072,Kelas B
715,CS1827,13,24,1680,Kelas A
716,CS1828,51,16,1154,Kelas B
717,CS1829,20,19,1454,Kelas B
718,CS1830,100,17,1175,Kelas B
719,CS1831,15,26,1759,Kelas A
720,CS1832,105,25,1796,Kelas A
721,CS1833,69,18,1139,Kelas B
722,CS1834,437,13,787,Kelas E
723,CS1835,43,19,1389,Kelas B
724,CS1836,265,26,1905,Kelas C
725,CS1837,44,19,1469,Kelas B
726,CS1838,11,21,1409,Kelas B
727,CS1839,166,16,1123,Kelas C
728,CS1840,42,19,1183,Kelas B
729,CS1841,14,17,1110,Kelas B
730,CS1842,4,21,1568,Kelas B
731,CS1843,3,20,1432,Kelas B
732,CS1844,20,22,1452,Kelas B
733,CS1845,241,13,938,Kelas E
734,CS1846,88,26,1812,Kelas A
735,CS1847,52,22,1576,Kelas A
736,CS1848,82,17,1279,Kelas B
737,CS1849,10,11,716,Kelas D
738,CS1850,8,24,1908,Kelas A
739,CS1851,32,21,1444,Kelas B
740,CS1852,104,14,1020,Kelas D
741,CS1853,66,17,1212,Kelas B
742,CS1854,111,22,1686,Kelas A
743,CS1855,109,19,1256,Kelas C
744,CS1856,18,16,970,Kelas B
745,CS1857,8,25,1717,Kelas A
746,CS1858,69,21,1389,Kelas B
747,CS1859,36,19,1198,Kelas B
748,CS1860,8,16,1062,Kelas B
749,CS1861,9,20,1376,Kelas B
750,CS1862,79,24,1634,Kelas A
751,CS1863,37,23,1635,Kelas A
752,CS1864,21,27,1992,Kelas A
753,CS1865,98,31,2245,Kelas A
754,CS1866,115,25,1890,Kelas A
755,CS1867,68,20,1271,Kelas B
756,CS1868,68,16,1048,Kelas B
757,CS1869,41,14,868,Kelas D
758,CS1870,45,24,1472,Kelas A
759,CS1871,143,20,1449,Kelas C
760,CS1872,23,20,1416,Kelas B
761,CS1873,57,16,1128,Kelas B
762,CS1874,15,16,1054,Kelas B
763,CS1875,26,19,1481,Kelas B
764,CS1876,28,21,1491,Kelas B
765,CS1877,94,25,1681,Kelas A
766,CS1878,126,23,1775,Kelas A
767,CS1879,54,18,1160,Kelas B
768,CS1880,131,18,1278,Kelas C
769,CS1881,160,13,902,Kelas D
770,CS1882,58,9,673,Kelas D
771,CS1883,52,15,1117,Kelas B
772,CS1884,38,13,802,Kelas D
773,CS1885,3,24,1781,Kelas A
774,CS1886,108,18,1157,Kelas C
775,CS1887,65,19,1506,Kelas B
776,CS1888,41,23,1739,Kelas A
777,CS1889,19,11,717,Kelas D
778,CS1890,14,23,1591,Kelas A
779,CS1891,311,14,927,Kelas E
780,CS1892,47,18,1334,Kelas B
781,CS1893,84,19,1262,Kelas B
782,CS1894,14,21,1456,Kelas B
783,CS1895,132,19,1357,Kelas C
784,CS1896,173,12,874,Kelas D
785,CS1897,75,20,1454,Kelas B
786,CS1898,80,19,1470,Kelas B
787,CS1899,26,11,729,Kelas D
788,CS1900,119,24,1737,Kelas A
789,CS1901,168,22,1620,Kelas C
790,CS1902,33,15,1109,Kelas B
791,CS1903,7,25,1826,Kelas A
792,CS1904,124,18,1275,Kelas C
793,CS1905,15,24,1551,Kelas A
794,CS1906,34,28,2012,Kelas A
795,CS1907,63,20,1423,Kelas B
796,CS1908,107,27,1833,Kelas A
797,CS1909,14,17,1255,Kelas B
798,CS1910,76,16,1142,Kelas B
799,CS1911,12,24,1667,Kelas A
800,CS1912,3,23,1510,Kelas A
801,CS1913,33,16,959,Kelas B
802,CS1914,27,18,1254,Kelas B
803,CS1915,184,6,497,Kelas E
804,CS1916,9,23,1700,Kelas A
805,CS1917,115,17,1028,Kelas C
806,CS1918,152,13,871,Kelas D
807,CS1919,365,20,1256,Kelas E
808,CS1920,51,28,1939,Kelas A
809,CS1921,53,26,2011,Kelas A
810,CS1922,53,20,1418,Kelas B
811,CS1923,79,30,2130,Kelas A
812,CS1924,32,25,1774,Kelas A
813,CS1925,5,28,2000,Kelas A
814,CS1926,119,22,1511,Kelas C
815,CS1927,113,19,1220,Kelas C
816,CS1928,8,14,798,Kelas D
817,CS1929,46,16,1095,Kelas B
818,CS1930,98,22,1559,Kelas A
819,CS1931,130,19,1236,Kelas C
820,CS1932,145,21,1538,Kelas C
821,CS1933,47,23,1568,Kelas A
822,CS1934,46,18,1262,Kelas B
823,CS1935,46,21,1517,Kelas B
824,CS1936,84,15,1080,Kelas B
825,CS1937,109,18,1231,Kelas C
826,CS1938,25,22,1636,Kelas A
827,CS1939,179,19,1297,Kelas C
828,CS1940,254,25,1800,Kelas C
829,CS1941,15,15,1044,Kelas B
830,CS1942,91,18,1308,Kelas B
831,CS1943,7,20,1459,Kelas B
832,CS1944,19,20,1399,Kelas B
833,CS1945,52,21,1527,Kelas B
834,CS1946,11,22,1581,Kelas A
835,CS1947,90,20,1400,Kelas B
836,CS1948,56,17,1230,Kelas B
837,CS1949,56,26,1989,Kelas A
838,CS1950,2,23,1853,Kelas A
839,CS1951,116,20,1331,Kelas C
840,CS1952,98,18,1397,Kelas B
841,CS1953,10,20,1534,Kelas B
842,CS1954,6,21,1549,Kelas B
843,CS1955,34,20,1361,Kelas B
844,CS1956,203,16,1131,Kelas C
845,CS1957,70,23,1698,Kelas A
846,CS1958,109,16,987,Kelas C
847,CS1959,123,22,1537,Kelas C
848,CS1960,11,19,1424,Kelas B
849,CS1961,27,15,1102,Kelas B
850,CS1962,248,14,1062,Kelas E
851,CS1963,8,19,1352,Kelas B
852,CS1964,16,24,1499,Kelas A
853,CS1965,134,17,1182,Kelas C
854,CS1966,23,16,1159,Kelas B
855,CS1967,41,18,1279,Kelas B
856,CS1968,13,22,1429,Kelas B
857,CS1969,42,29,1851,Kelas A
858,CS1970,5,15,1133,Kelas B
859,CS1971,41,16,1130,Kelas B
860,CS1972,28,22,1630,Kelas A
861,CS1973,130,10,664,Kelas D
862,CS1974,180,21,1447,Kelas C
863,CS1975,87,27,1974,Kelas A
864,CS1976,2,14,1036,Kelas B
865,CS1977,20,18,1299,Kelas B
866,CS1978,77,31,2220,Kelas A
867,CS1979,126,16,1078,Kelas C
868,CS1980,19,22,1583,Kelas A
869,CS1981,8,17,1298,Kelas B
870,CS1982,26,32,2354,Kelas A
871,CS1983,238,15,1070,Kelas C
872,CS1984,309,15,1043,Kelas E
873,CS1985,57,20,1411,Kelas B
874,CS1986,31,17,1148,Kelas B
875,CS1987,36,24,1720,Kelas A
876,CS1988,7,23,1569,Kelas A
877,CS1989,10,19,1286,Kelas B
878,CS1990,55,18,1276,Kelas B
879,CS1991,2,22,1677,Kelas A
880,CS1992,33,18,1408,Kelas B
881,CS1993,177,19,1164,Kelas C
882,CS1994,129,16,1115,Kelas C
883,CS1995,169,23,1490,Kelas C
884,CS1996,60,28,2038,Kelas A
885,CS1997,137,17,1153,Kelas C
886,CS1998,23,25,1779,Kelas A
887,CS1999,8,13,949,Kelas D
888,CS2000,70,21,1395,Kelas B
889,CS2001,127,21,1280,Kelas C
890,CS2002,54,19,1419,Kelas B
891,CS2003,73,24,1687,Kelas A
892,CS2004,45,20,1444,Kelas B
893,CS2005,31,24,1662,Kelas A
894,CS2006,71,15,1114,Kelas B
895,CS2007,55,18,1331,Kelas B
896,CS2008,12,21,1442,Kelas B
897,CS2009,6,12,943,Kelas D
898,CS2010,111,17,1076,Kelas C
899,CS2011,517,14,1078,Kelas E
900,CS2012,111,11,862,Kelas D
901,CS2013,57,18,1177,Kelas B
902,CS2014,14,11,871,Kelas D
903,CS2015,93,21,1542,Kelas B
904,CS2016,97,21,1595,Kelas A
905,CS2017,171,20,1286,Kelas C
906,CS2018,35,19,1404,Kelas B
907,CS2019,14,19,1390,Kelas B
908,CS2020,132,18,1331,Kelas C
909,CS2021,256,16,1211,Kelas C
910,CS2022,31,26,1981,Kelas A
911,CS2023,56,17,1212,Kelas B
912,CS2024,174,17,1176,Kelas C
913,CS2025,83,17,1252,Kelas B
914,CS2026,3,28,1907,Kelas A
915,CS2027,4,25,1648,Kelas A
916,CS2028,84,14,891,Kelas D
917,CS2029,139,17,1046,Kelas C
918,CS2030,26,25,1674,Kelas A
919,CS2031,39,24,1737,Kelas A
920,CS2032,145,19,1289,Kelas C
921,CS2033,199,9,571,Kelas E
922,CS2034,202,21,1447,Kelas C
923,CS2035,20,19,1344,Kelas B
924,CS2036,45,26,1827,Kelas A
925,CS2037,242,24,1663,Kelas C
926,CS2038,51,21,1523,Kelas B
927,CS2039,40,18,1302,Kelas B
928,CS2040,2,22,1347,Kelas B
929,CS2041,218,20,1301,Kelas C
930,CS2042,56,23,1643,Kelas A
931,CS2043,71,21,1420,Kelas B
932,CS2044,45,20,1219,Kelas B
933,CS2045,68,20,1460,Kelas B
934,CS2046,8,13,987,Kelas D
935,CS2047,31,23,1611,Kelas A
936,CS2048,22,22,1677,Kelas A
937,CS2049,126,22,1447,Kelas C
938,CS2050,13,17,1188,Kelas B
939,CS2051,99,20,1585,Kelas C
940,CS2052,19,22,1626,Kelas A
941,CS2053,13,20,1494,Kelas B
942,CS2054,47,15,1074,Kelas B
943,CS2055,43,29,1983,Kelas A
944,CS2056,55,23,1577,Kelas A
945,CS2057,23,17,1238,Kelas B
946,CS2058,12,26,1776,Kelas A
947,CS2059,115,25,1806,Kelas A
948,CS2060,117,18,1089,Kelas C
949,CS2061,4,22,1615,Kelas A
950,CS2062,141,13,795,Kelas D
951,CS2063,121,16,1091,Kelas C
952,CS2064,133,16,1111,Kelas C
953,CS2065,10,17,1069,Kelas B
954,CS2066,146,15,975,Kelas C
955,CS2067,174,20,1341,Kelas C
956,CS2068,54,15,1073,Kelas B
957,CS2069,106,21,1397,Kelas C
958,CS2070,29,19,1354,Kelas B
959,CS2071,25,16,1147,Kelas B
960,CS2072,8,24,1712,Kelas A
961,CS2073,37,21,1511,Kelas B
962,CS2074,2,17,1241,Kelas B
963,CS2075,66,17,1135,Kelas B
964,CS2076,71,15,1019,Kelas B
965,CS2077,9,12,683,Kelas D
966,CS2078,74,19,1414,Kelas B
967,CS2079,106,23,1576,Kelas A
968,CS2080,69,18,1250,Kelas B
969,CS2081,19,25,1749,Kelas A
970,CS2082,114,15,977,Kelas D
971,CS2083,24,26,1632,Kelas A
972,CS2084,22,18,1257,Kelas B
973,CS2085,175,25,1668,Kelas C
974,CS2086,11,28,2071,Kelas A
975,CS2087,23,15,1063,Kelas B
976,CS2088,401,9,612,Kelas E
977,CS2089,37,22,1598,Kelas A
978,CS2090,160,13,939,Kelas D
979,CS2091,102,24,1783,Kelas A
980,CS2092,49,19,1387,Kelas B
981,CS2093,49,20,1298,Kelas B
982,CS2094,62,21,1406,Kelas B
983,CS2095,14,27,1931,Kelas A
984,CS2096,16,16,1136,Kelas B
985,CS2097,9,15,1031,Kelas B
986,CS2098,72,24,1760,Kelas A
987,CS2099,90,14,1034,Kelas D
988,CS2100,128,18,1227,Kelas C
989,CS2101,64,19,1194,Kelas B
990,CS2102,249,19,1356,Kelas C
991,CS2103,37,17,1269,Kelas B
992,CS2104,41,25,1726,Kelas A
993,CS2105,297,15,963,Kelas E
994,CS2106,28,17,1271,Kelas B
995,CS2107,1,14,1047,Kelas B
996,CS2108,44,16,1106,Kelas B
997,CS2109,37,26,1836,Kelas A
998,CS2110,125,17,1098,Kelas C
999,CS2111,20,21,1518,Kelas B
1000,CS2112,3,19,1344,Kelas B
1001,CS2113,7,27,1892,Kelas A
1002,CS2114,39,16,1050,Kelas B
1003,CS2115,41,24,1807,Kelas A
1004,CS2116,34,27,1744,Kelas A
1005,CS2117,27,30,2020,Kelas A
1006,CS2118,227,16,1079,Kelas C
1007,CS2119,68,24,1775,Kelas A
1008,CS2120,158,15,948,Kelas C
1009,CS2121,33,18,1205,Kelas B
1010,CS2122,23,23,1648,Kelas A
1011,CS2123,104,21,1547,Kelas C
1012,CS2124,322,15,1027,Kelas E
1013,CS2125,130,19,1368,Kelas C
1014,CS2126,33,15,1093,Kelas B
1015,CS2127,12,29,2072,Kelas A
1016,CS2128,41,27,1766,Kelas A
1017,CS2129,18,21,1395,Kelas B
1018,CS2130,51,26,1853,Kelas A
1019,CS2131,187,12,885,Kelas D
1020,CS2132,101,14,973,Kelas D
1021,CS2133,76,14,902,Kelas D
1022,CS2134,70,19,1238,Kelas B
1023,CS2135,18,27,2036,Kelas A
1024,CS2136,61,13,861,Kelas D
1025,CS2137,4,25,1686,Kelas A
1026,CS2138,51,23,1710,Kelas A
1027,CS2139,44,21,1608,Kelas A
1028,CS2140,75,27,1978,Kelas A
1029,CS2141,1,17,1080,Kelas B
1030,CS2142,34,23,1733,Kelas A
1031,CS2143,32,15,1187,Kelas B
1032,CS2144,223,10,597,Kelas E
1033,CS2145,11,20,1379,Kelas B
1034,CS2146,78,22,1433,Kelas B
1035,CS2147,22,14,853,Kelas D
1036,CS2148,76,22,1495,Kelas A
1037,CS2149,18,23,1586,Kelas A
1038,CS2150,202,18,1089,Kelas C
1039,CS2151,27,16,1153,Kelas B
1040,CS2152,49,13,928,Kelas D
1041,CS2153,13,21,1550,Kelas B
1042,CS2154,191,18,1279,Kelas C
1043,CS2155,74,16,1087,Kelas B
1044,CS2156,7,15,941,Kelas B
1045,CS2157,9,18,1449,Kelas B
1046,CS2158,190,18,1305,Kelas C
1047,CS2159,28,19,1223,Kelas B
1048,CS2160,68,11,614,Kelas D
1049,CS2161,29,18,1182,Kelas B
1050,CS2162,62,18,1263,Kelas B
1051,CS2163,195,14,924,Kelas C
1052,CS2164,267,17,1184,Kelas C
1053,CS2165,128,14,914,Kelas D
1054,CS2166,175,19,1351,Kelas C
1055,CS2167,58,24,1739,Kelas A
1056,CS2168,48,19,1370,Kelas B
1057,CS2169,50,8,626,Kelas D
1058,CS2170,70,19,1425,Kelas B
1059,CS2171,83,16,1071,Kelas B
1060,CS2172,31,20,1490,Kelas B
1061,CS2173,209,18,1143,Kelas C
1062,CS2174,44,23,1735,Kelas A
1063,CS2175,102,23,1611,Kelas A
1064,CS2176,80,21,1425,Kelas B
1065,CS2177,1,19,1321,Kelas B
1066,CS2178,6,26,1854,Kelas A
1067,CS2179,83,30,1991,Kelas A
1068,CS2180,25,23,1685,Kelas A
1069,CS2181,87,15,1159,Kelas B
1070,CS2182,74,26,1883,Kelas A
1071,CS2183,61,13,855,Kelas D
1072,CS2184,15,20,1259,Kelas B
1073,CS2185,160,15,988,Kelas C
1074,CS2186,5,20,1437,Kelas B
1075,CS2187,57,24,1856,Kelas A
1076,CS2188,2,19,1128,Kelas B
1077,CS2189,65,21,1514,Kelas B
1078,CS2190,121,23,1621,Kelas A
1079,CS2191,35,22,1466,Kelas B
1080,CS2192,154,14,1086,Kelas C
1081,CS2193,23,16,1138,Kelas B
1082,CS2194,37,24,1803,Kelas A
1083,CS2195,14,24,1758,Kelas A
1084,CS2196,66,14,1156,Kelas B
1085,CS2197,119,21,1496,Kelas C
1086,CS2198,83,24,1685,Kelas A
1087,CS2199,74,28,1720,Kelas A
1088,CS2200,37,19,1330,Kelas B
1089,CS2201,12,18,1248,Kelas B
1090,CS2202,46,26,1743,Kelas A
1091,CS2203,4,16,1016,Kelas B
1092,CS2204,34,18,1292,Kelas B
1093,CS2205,61,28,1843,Kelas A
1094,CS2206,18,17,1236,Kelas B
1095,CS2207,24,26,1818,Kelas A
1096,CS2208,44,28,1782,Kelas A
1097,CS2209,140,15,949,Kelas C
1098,CS2210,98,20,1415,Kelas B
1099,CS2211,162,11,834,Kelas D
1100,CS2212,117,17,1152,Kelas C
1101,CS2213,2,24,1540,Kelas A
1102,CS2214,70,21,1440,Kelas B
1103,CS2215,31,25,1865,Kelas A
1104,CS2216,202,22,1486,Kelas C
1105,CS2217,22,17,1290,Kelas B
1106,CS2218,23,17,1157,Kelas B
1107,CS2219,32,17,1038,Kelas B
1108,CS2220,33,27,1970,Kelas A
1109,CS2221,56,18,1183,Kelas B
1110,CS2222,58,14,949,Kelas D
1111,CS2223,4,27,1868,Kelas A
1112,CS2224,87,14,1073,Kelas D
1113,CS2225,89,20,1411,Kelas B
1114,CS2226,8,17,1270,Kelas B
1115,CS2227,29,21,1288,Kelas B
1116,CS2228,11,19,1315,Kelas B
1117,CS2229,23,23,1810,Kelas A
1118,CS2230,59,24,1600,Kelas A
1119,CS2231,58,18,1389,Kelas B
1120,CS2232,198,22,1243,Kelas C
1121,CS2233,16,23,1847,Kelas A
1122,CS2234,87,10,808,Kelas D
1123,CS2235,33,17,1228,Kelas B
1124,CS2236,38,25,1547,Kelas A
1125,CS2237,28,26,1882,Kelas A
1126,CS2238,1,15,1156,Kelas B
1127,CS2239,260,19,1197,Kelas C
1128,CS2240,116,13,973,Kelas D
1129,CS2241,3,21,1540,Kelas B
1130,CS2242,105,17,1236,Kelas C
1131,CS2243,23,14,969,Kelas D
1132,CS2244,40,21,1587,Kelas A
1133,CS2245,23,20,1406,Kelas B
1134,CS2246,8,23,1710,Kelas A
1135,CS2247,8,17,1138,Kelas B
1136,CS2248,62,16,1092,Kelas B
1137,CS2249,55,23,1635,Kelas A
1138,CS2250,10,18,1318,Kelas B
1139,CS2251,14,25,1745,Kelas A
1140,CS2252,36,31,2120,Kelas A
1141,CS2253,58,17,1262,Kelas B
1142,CS2254,103,21,1331,Kelas C
1143,CS2255,10,17,1222,Kelas B
1144,CS2256,37,19,1337,Kelas B
1145,CS2257,81,23,1757,Kelas A
1146,CS2258,167,18,1244,Kelas C
1147,CS2259,30,17,1245,Kelas B
1148,CS2260,43,18,1126,Kelas B
1149,CS2261,250,18,1183,Kelas C
1150,CS2262,116,18,1334,Kelas C
1151,CS2263,41,27,2019,Kelas A
1152,CS2264,44,21,1627,Kelas A
1153,CS2265,66,15,910,Kelas D
1154,CS2266,23,16,1043,Kelas B
1155,CS2267,66,17,1267,Kelas B
1156,CS2268,70,19,1470,Kelas B
1157,CS2269,7,26,1623,Kelas A
1158,CS2270,136,15,1121,Kelas C
1159,CS2271,8,23,1619,Kelas A
1160,CS2272,43,17,1144,Kelas B
1161,CS2273,72,25,1935,Kelas A
1162,CS2274,24,18,1124,Kelas B
1163,CS2275,32,15,1063,Kelas B
1164,CS2276,161,14,1071,Kelas C
1165,CS2277,255,24,1682,Kelas C
1166,CS2278,211,14,826,Kelas E
1167,CS2279,40,22,1546,Kelas A
1168,CS2280,83,24,1569,Kelas A
1169,CS2281,394,19,1498,Kelas E
1170,CS2282,68,21,1452,Kelas B
1171,CS2283,16,22,1552,Kelas A
1172,CS2284,107,29,2179,Kelas A
1173,CS2285,8,29,2022,Kelas A
1174,CS2286,385,15,1088,Kelas E
1175,CS2287,43,17,1170,Kelas B
1176,CS2288,37,19,1254,Kelas B
1177,CS2289,161,20,1311,Kelas C
1178,CS2290,4,26,1823,Kelas A
1179,CS2291,4,20,1424,Kelas B
1180,CS2292,133,23,1582,Kelas C
1181,CS2293,47,22,1513,Kelas A
1182,CS2294,13,22,1615,Kelas A
1183,CS2295,138,21,1450,Kelas C
1184,CS2296,33,25,1876,Kelas A
1185,CS2297,75,19,1447,Kelas B
1186,CS2298,41,21,1568,Kelas B
1187,CS2299,73,29,1982,Kelas A
1188,CS2300,85,23,1648,Kelas A
1189,CS2301,108,14,968,Kelas D
1190,CS2302,84,23,1585,Kelas A
1191,CS2303,57,24,1673,Kelas A
1192,CS2304,11,16,1214,Kelas B
1193,CS2305,22,23,1681,Kelas A
1194,CS2306,56,21,1454,Kelas B
1195,CS2307,450,16,1207,Kelas E
1196,CS2308,78,22,1542,Kelas A
1197,CS2309,48,22,1472,Kelas A
1198,CS2310,30,28,2035,Kelas A
1199,CS2311,74,18,1321,Kelas B
1200,CS2312,111,26,1769,Kelas A
1201,CS2313,11,22,1507,Kelas A
1202,CS2314,56,16,982,Kelas B
1203,CS2315,181,16,1022,Kelas C
1204,CS2316,4,33,2330,Kelas A
1205,CS2317,13,21,1403,Kelas B
1206,CS2318,116,17,1305,Kelas C
1207,CS2319,109,18,1253,Kelas C
1208,CS2320,53,19,1379,Kelas B
1209,CS2321,205,20,1560,Kelas C
1210,CS2322,36,18,1360,Kelas B
1211,CS2323,34,22,1661,Kelas A
1212,CS2324,31,13,898,Kelas D
1213,CS2325,66,18,1222,Kelas B
1214,CS2326,25,11,681,Kelas D
1215,CS2327,22,26,1841,Kelas A
1216,CS2328,26,27,1868,Kelas A
1217,CS2329,106,21,1531,Kelas C
1218,CS2330,152,19,1458,Kelas C
1219,CS2331,10,26,1831,Kelas A
1220,CS2332,289,16,909,Kelas E
1221,CS2333,15,24,1822,Kelas A
1222,CS2334,78,17,1202,Kelas B
1223,CS2335,235,18,1112,Kelas C
1224,CS2336,24,22,1678,Kelas A
1225,CS2337,6,21,1454,Kelas B
1226,CS2338,1,27,2073,Kelas A
1227,CS2339,70,13,862,Kelas D
1228,CS2340,53,21,1487,Kelas B
1229,CS2341,28,24,1668,Kelas A
1230,CS2342,63,17,1165,Kelas B
1231,CS2343,102,18,1330,Kelas C
1232,CS2344,60,23,1660,Kelas A
1233,CS2345,9,29,2051,Kelas A
1234,CS2346,42,28,1817,Kelas A
1235,CS2347,5,18,1267,Kelas B
1236,CS2348,144,25,1598,Kelas A
1237,CS2349,27,20,1421,Kelas B
1238,CS2350,20,23,1584,Kelas A
1239,CS2351,66,23,1679,Kelas A
1240,CS2352,163,19,1438,Kelas C
1241,CS2353,114,16,1114,Kelas C
1242,CS2354,13,23,1682,Kelas A
1243,CS2355,131,20,1458,Kelas C
1244,CS2356,199,20,1335,Kelas C
1245,CS2357,2,24,1753,Kelas A
1246,CS2358,240,15,1105,Kelas C
1247,CS2359,34,24,1770,Kelas A
1248,CS2360,40,13,881,Kelas D
1249,CS2361,92,30,2193,Kelas A
1250,CS2362,67,21,1505,Kelas B
1251,CS2363,20,24,1550,Kelas A
1252,CS2364,24,25,1866,Kelas A
1253,CS2365,79,15,994,Kelas D
1254,CS2366,18,18,1156,Kelas B
1255,CS2367,83,19,1208,Kelas B
1256,CS2368,8,27,1859,Kelas A
1257,CS2369,49,24,1736,Kelas A
1258,CS2370,11,21,1420,Kelas B
1259,CS2371,54,22,1455,Kelas B
1260,CS2372,22,22,1569,Kelas A
1261,CS2373,156,26,1728,Kelas A
1262,CS2374,143,20,1340,Kelas C
1263,CS2375,34,21,1627,Kelas A
1264,CS2376,209,10,656,Kelas E
1265,CS2377,65,24,1763,Kelas A
1266,CS2378,36,25,1680,Kelas A
1267,CS2379,49,16,1225,Kelas B
1268,CS2380,107,9,717,Kelas D
1269,CS2381,49,19,1292,Kelas B
1270,CS2382,125,17,1247,Kelas C
1271,CS2383,34,20,1227,Kelas B
1272,CS2384,46,21,1323,Kelas B
1273,CS2385,68,18,1299,Kelas B
1274,CS2386,109,21,1552,Kelas C
1275,CS2387,160,24,1758,Kelas A
1276,CS2388,33,21,1445,Kelas B
1277,CS2389,51,20,1613,Kelas B
1278,CS2390,206,10,736,Kelas E
1279,CS2391,30,25,1768,Kelas A
1280,CS2392,153,18,1288,Kelas C
1281,CS2393,18,20,1283,Kelas B
1282,CS2394,57,18,1378,Kelas B
1283,CS2395,162,22,1498,Kelas C
1284,CS2396,45,11,796,Kelas D
1285,CS2397,71,23,1513,Kelas A
1286,CS2398,74,18,1338,Kelas B
1287,CS2399,50,25,1777,Kelas A
1288,CS2400,50,16,1082,Kelas B
1289,CS2401,24,15,1010,Kelas B
1290,CS2402,85,13,1063,Kelas D
1291,CS2403,87,24,1640,Kelas A
1292,CS2404,94,23,1641,Kelas A
1293,CS2405,70,12,834,Kelas D
1294,CS2406,152,15,1052,Kelas C
1295,CS2407,30,25,1732,Kelas A
1296,CS2408,11,11,687,Kelas D
1297,CS2409,212,15,989,Kelas C
1298,CS2410,135,13,847,Kelas D
1299,CS2411,156,21,1527,Kelas C
1300,CS2412,30,16,1084,Kelas B
1301,CS2413,46,15,1074,Kelas B
1302,CS2414,68,19,1492,Kelas B
1303,CS2415,43,25,1821,Kelas A
1304,CS2416,6,20,1353,Kelas B
1305,CS2417,63,18,1235,Kelas B
1306,CS2418,45,15,951,Kelas D
1307,CS2419,64,22,1676,Kelas A
1308,CS2420,112,22,1470,Kelas C
1309,CS2421,108,28,2054,Kelas A
1310,CS2422,66,20,1435,Kelas B
1311,CS2423,6,20,1333,Kelas B
1312,CS2424,32,20,1536,Kelas B
1313,CS2425,11,23,1647,Kelas A
1314,CS2426,7,18,1288,Kelas B
1315,CS2427,2,15,1122,Kelas B
1316,CS2428,211,20,1446,Kelas C
1317,CS2429,138,25,1816,Kelas A
1318,CS2430,45,27,1756,Kelas A
1319,CS2431,130,14,981,Kelas D
1320,CS2432,33,19,1493,Kelas B
1321,CS2433,71,30,1928,Kelas A
1322,CS2434,41,26,1746,Kelas A
1323,CS2435,183,16,1056,Kelas C
1324,CS2436,22,22,1607,Kelas A
1325,CS2437,59,21,1611,Kelas A
1326,CS2438,33,22,1423,Kelas B
1327,CS2439,33,23,1618,Kelas A
1328,CS2440,153,11,809,Kelas D
1329,CS2441,28,23,1513,Kelas A
1330,CS2442,34,28,1869,Kelas A
1331,CS2443,11,19,1246,Kelas B
1332,CS2444,14,15,938,Kelas B
1333,CS2445,4,19,1135,Kelas B
1334,CS2446,217,10,701,Kelas E
1335,CS2447,217,17,1329,Kelas C
1336,CS2448,27,21,1373,Kelas B
1337,CS2449,46,16,1166,Kelas B
1338,CS2450,10,16,1238,Kelas B
1339,CS2451,22,16,1169,Kelas B
1340,CS2452,102,20,1291,Kelas C
1341,CS2453,116,19,1374,Kelas C
1342,CS2454,43,23,1643,Kelas A
1343,CS2455,33,24,1520,Kelas A
1344,CS2456,14,17,1219,Kelas B
1345,CS2457,121,24,1572,Kelas A
1346,CS2458,51,16,1038,Kelas B
1347,CS2459,105,27,1968,Kelas A
1348,CS2460,151,23,1527,Kelas C
1349,CS2461,73,22,1355,Kelas B
1350,CS2462,111,20,1431,Kelas C
1351,CS2463,14,17,1131,Kelas B
1352,CS2464,60,18,1243,Kelas B
1353,CS2465,24,20,1456,Kelas B
1354,CS2466,23,16,1030,Kelas B
1355,CS2467,42,13,814,Kelas D
1356,CS2468,19,25,1892,Kelas A
1357,CS2469,32,20,1322,Kelas B
1358,CS2470,79,15,1216,Kelas B
1359,CS2471,133,18,1218,Kelas C
1360,CS2472,54,19,1231,Kelas B
1361,CS2473,18,19,1429,Kelas B
1362,CS2474,118,17,1070,Kelas C
1363,CS2475,9,16,989,Kelas B
1364,CS2476,55,22,1676,Kelas A
1365,CS2477,7,15,969,Kelas B
1366,CS2478,144,17,1164,Kelas C
1367,CS2479,40,10,747,Kelas D
1368,CS2480,101,19,1296,Kelas C
1369,CS2481,112,15,906,Kelas D
1370,CS2482,109,31,2098,Kelas A
1371,CS2483,108,15,1136,Kelas C
1372,CS2484,109,17,1142,Kelas C
1373,CS2485,33,21,1517,Kelas B
1374,CS2486,79,20,1418,Kelas B
1375,CS2487,1,25,1727,Kelas A
1376,CS2488,89,19,1318,Kelas B
1377,CS2489,188,19,1228,Kelas C
1378,CS2490,47,22,1561,Kelas A
1379,CS2491,47,19,1282,Kelas B
1380,CS2492,96,17,1211,Kelas B
1381,CS2493,2,28,1817,Kelas A
1382,CS2494,2,21,1678,Kelas A
